review_id,date,bank_name,rating,churn,platform,sex,age,tenure,credit_score,balance,products_number,credit_card,active_member,data_source
AP_VIE_0022,2026-01-10,Vietcombank,5,0,app_store,Male,52,2,386,1506291592.0,2,1,0,synthetic
AP_VIE_0023,2026-01-06,Vietcombank,2,1,app_store,Male,19,1,513,180953601.0,2,0,1,synthetic
AP_VIE_0024,2025-12-17,Vietcombank,4,0,app_store,Female,64,17,301,1650990672.0,3,0,1,synthetic
AP_VIE_0025,2026-01-01,Vietcombank,4,0,app_store,Male,19,1,601,1724517292.0,3,1,0,synthetic
AP_VIE_0026,2025-12-20,Vietcombank,2,1,app_store,Male,69,9,815,487434007.0,4,0,0,synthetic
AP_VIE_0027,2026-01-07,Vietcombank,4,0,app_store,Male,42,7,677,1992390568.0,3,0,1,synthetic
AP_VIE_0028,2025-12-24,Vietcombank,5,0,app_store,Female,23,5,450,1303171188.0,1,1,1,synthetic
AP_VIE_0029,2025-12-26,Vietcombank,4,0,app_store,Female,67,4,801,1673709713.0,3,1,1,synthetic
AP_VIE_0030,2025-12-20,Vietcombank,5,0,app_store,Female,63,18,770,725641514.0,4,1,0,synthetic
AP_VIE_0031,2026-01-02,Vietcombank,4,0,app_store,Female,39,16,658,691797021.0,1,0,1,synthetic
AP_VIE_0032,2025-12-24,Vietcombank,5,0,app_store,Female,40,14,836,1624607852.0,2,0,0,synthetic
AP_VIE_0033,2026-01-06,Vietcombank,4,0,app_store,Female,67,13,685,8861995.0,3,0,1,synthetic
AP_VIE_0034,2025-12-20,Vietcombank,1,1,app_store,Male,67,18,786,1576233628.0,1,0,1,synthetic
AP_VIE_0035,2025-12-26,Vietcombank,5,0,app_store,Female,53,17,349,347553524.0,3,1,1,synthetic
AP_VIE_0036,2025-12-23,Vietcombank,4,0,app_store,Female,22,4,521,24141705.0,1,0,1,synthetic
AP_VIE_0037,2025-12-24,Vietcombank,2,1,app_store,Female,59,6,696,377126252.0,3,1,0,synthetic
AP_VIE_0038,2026-01-04,Vietcombank,1,1,app_store,Female,21,3,635,834357477.0,2,1,1,synthetic
AP_VIE_0039,2025-12-22,Vietcombank,2,1,app_store,Female,51,11,724,412170196.0,5,1,1,synthetic
AP_VIE_0040,2026-01-02,Vietcombank,2,1,app_store,Female,31,2,450,1473814910.0,3,1,1,synthetic
AP_VIE_0041,2025-12-19,Vietcombank,5,0,app_store,Male,41,19,352,980664200.0,2,1,1,synthetic
AP_VIE_0042,2026-01-08,Vietcombank,1,1,app_store,Male,52,8,498,747426903.0,1,1,1,synthetic
AP_VIE_0043,2026-01-14,Vietcombank,4,0,app_store,Male,30,4,732,1240683477.0,2,0,1,synthetic
AP_VIE_0044,2026-01-03,Vietcombank,4,0,app_store,Male,28,7,520,578662577.0,3,0,1,synthetic
AP_VIE_0045,2026-01-14,Vietcombank,4,0,app_store,Male,52,3,559,1532702276.0,1,0,1,synthetic
AP_VIE_0046,2025-12-20,Vietcombank,4,0,app_store,Male,43,13,611,1041674574.0,2,1,0,synthetic
AP_VIE_0047,2025-12-20,Vietcombank,5,0,app_store,Male,63,2,588,1600775347.0,3,0,1,synthetic
AP_VIE_0048,2026-01-15,Vietcombank,5,0,app_store,Female,32,9,516,3734347.0,3,1,1,synthetic
AP_VIE_0049,2025-12-20,Vietcombank,3,0,app_store,Male,36,16,564,595937235.0,3,0,1,synthetic
AP_VIE_0050,2025-12-28,Vietcombank,3,0,app_store,Male,69,4,712,16799626.0,2,0,0,synthetic
AP_VIE_0051,2026-01-01,Vietcombank,4,0,app_store,Male,28,7,820,1948685821.0,1,0,0,synthetic
AP_VIE_0052,2025-12-21,Vietcombank,2,1,app_store,Male,41,6,686,70669461.0,1,1,0,synthetic
AP_VIE_0053,2025-12-30,Vietcombank,4,0,app_store,Female,39,9,550,1710289966.0,4,1,1,synthetic
AP_VIE_0054,2026-01-09,Vietcombank,3,0,app_store,Female,44,17,538,318694524.0,5,1,1,synthetic
AP_VIE_0055,2026-01-04,Vietcombank,5,0,app_store,Female,31,1,407,406478837.0,1,1,0,synthetic
AP_VIE_0056,2026-01-01,Vietcombank,5,0,app_store,Male,53,6,850,436003175.0,2,0,1,synthetic
AP_VIE_0057,2025-12-17,Vietcombank,2,1,app_store,Female,64,2,373,254921977.0,3,0,1,synthetic
AP_VIE_0058,2025-12-23,Vietcombank,3,0,app_store,Male,33,1,454,1533978872.0,2,1,1,synthetic
AP_VIE_0059,2025-12-30,Vietcombank,4,0,app_store,Male,18,0,500,348229434.0,4,1,0,synthetic
AP_VIE_0060,2026-01-08,Vietcombank,1,1,app_store,Female,20,1,527,888978471.0,1,1,1,synthetic
AP_VIE_0061,2026-01-04,Vietcombank,2,1,app_store,Female,19,0,679,1729746754.0,4,1,1,synthetic
AP_VIE_0062,2026-01-08,Vietcombank,5,0,app_store,Female,66,4,750,1973916655.0,2,0,1,synthetic
AP_VIE_0063,2025-12-20,Vietcombank,4,0,app_store,Female,51,11,731,414037418.0,4,0,1,synthetic
AP_VIE_0064,2026-01-04,Vietcombank,3,0,app_store,Female,24,6,390,1587606196.0,1,1,0,synthetic
AP_VIE_0065,2026-01-11,Vietcombank,1,1,app_store,Female,50,17,788,254649485.0,1,0,0,synthetic
AP_VIE_0066,2025-12-28,Vietcombank,5,0,app_store,Male,43,19,348,1449255023.0,3,1,1,synthetic
AP_VIE_0067,2025-12-20,Vietcombank,3,0,app_store,Male,68,12,759,1574093064.0,2,1,1,synthetic
AP_VIE_0068,2026-01-05,Vietcombank,3,0,app_store,Male,49,7,525,1678105539.0,4,0,1,synthetic
AP_VIE_0069,2026-01-10,Vietcombank,1,1,app_store,Male,20,2,427,161727177.0,5,1,1,synthetic
AP_VIE_0070,2025-12-19,Vietcombank,5,0,app_store,Male,28,2,757,1113578685.0,3,0,1,synthetic
AP_VIE_0071,2025-12-30,Vietcombank,3,0,app_store,Female,36,2,608,1381003764.0,2,0,1,synthetic
AP_VIE_0072,2026-01-04,Vietcombank,5,0,app_store,Female,37,14,586,302493766.0,2,1,1,synthetic
AP_VIE_0073,2026-01-01,Vietcombank,4,0,app_store,Male,19,1,665,1930683527.0,1,1,0,synthetic
AP_VIE_0074,2025-12-26,Vietcombank,2,1,app_store,Female,32,3,772,1669609218.0,5,1,1,synthetic
AP_VIE_0075,2026-01-11,Vietcombank,4,0,app_store,Male,58,11,772,1080085561.0,4,1,1,synthetic
AP_VIE_0076,2025-12-25,Vietcombank,4,0,app_store,Female,67,14,738,1373464657.0,3,1,1,synthetic
AP_VIE_0077,2025-12-21,Vietcombank,1,1,app_store,Male,62,8,477,858534960.0,4,1,0,synthetic
AP_VIE_0078,2026-01-12,Vietcombank,3,0,app_store,Male,33,7,723,1648555974.0,1,0,1,synthetic
AP_VIE_0079,2026-01-13,Vietcombank,2,1,app_store,Male,20,1,439,1407137256.0,2,1,1,synthetic
AP_VIE_0080,2026-01-03,Vietcombank,3,0,app_store,Female,35,4,697,1165383284.0,2,0,1,synthetic
AP_VIE_0081,2026-01-08,Vietcombank,3,0,app_store,Male,65,13,550,1011151562.0,3,1,0,synthetic
AP_VIE_0082,2025-12-22,Vietcombank,5,0,app_store,Female,25,0,701,1969936377.0,4,1,1,synthetic
AP_VIE_0083,2026-01-09,Vietcombank,5,0,app_store,Female,70,12,755,1933167162.0,5,1,1,synthetic
AP_VIE_0084,2025-12-19,Vietcombank,2,1,app_store,Male,68,8,620,1322632686.0,4,1,0,synthetic
AP_VIE_0085,2026-01-14,Vietcombank,3,0,app_store,Male,42,17,342,1124363964.0,2,1,1,synthetic
AP_VIE_0086,2026-01-06,Vietcombank,4,0,app_store,Female,59,13,821,399741455.0,1,1,1,synthetic
AP_VIE_0087,2025-12-26,Vietcombank,3,0,app_store,Female,43,1,800,1298875749.0,2,1,1,synthetic
AP_VIE_0088,2025-12-17,Vietcombank,4,0,app_store,Male,26,6,807,1329251660.0,2,1,1,synthetic
AP_VIE_0089,2025-12-31,Vietcombank,1,1,app_store,Male,70,14,571,128149907.0,2,0,1,synthetic
AP_VIE_0090,2026-01-01,Vietcombank,5,0,app_store,Male,65,6,807,205949457.0,5,1,1,synthetic
AP_VIE_0091,2026-01-11,Vietcombank,5,0,app_store,Female,35,17,683,1311722531.0,1,1,1,synthetic
AP_VIE_0092,2025-12-18,Vietcombank,3,0,app_store,Female,23,1,579,327158414.0,3,1,0,synthetic
AP_VIE_0093,2025-12-18,Vietcombank,2,1,app_store,Male,22,2,593,1524217130.0,2,0,1,synthetic
AP_VIE_0094,2026-01-02,Vietcombank,5,0,app_store,Male,22,2,545,933265470.0,1,1,1,synthetic
AP_VIE_0095,2026-01-14,Vietcombank,4,0,app_store,Male,50,17,592,1590337554.0,4,1,1,synthetic
AP_VIE_0096,2025-12-21,Vietcombank,4,0,app_store,Female,64,16,814,60040039.0,3,0,1,synthetic
AP_VIE_0097,2026-01-10,Vietcombank,4,0,app_store,Female,63,6,642,1878513205.0,2,0,1,synthetic
AP_VIE_0098,2025-12-27,Vietcombank,3,0,app_store,Female,66,17,441,1275095737.0,1,0,0,synthetic
AP_VIE_0099,2026-01-14,Vietcombank,3,0,app_store,Female,64,9,662,847797504.0,2,1,0,synthetic
AP_VIE_0100,2025-12-20,Vietcombank,2,1,app_store,Male,44,5,494,786487911.0,2,1,1,synthetic
AP_VIE_0101,2026-01-01,Vietcombank,3,0,app_store,Female,19,1,756,784565801.0,1,0,1,synthetic
AP_VIE_0102,2026-01-11,Vietcombank,2,1,app_store,Female,18,0,770,1440084039.0,1,1,1,synthetic
AP_VIE_0103,2025-12-17,Vietcombank,1,1,app_store,Female,65,12,559,1233353113.0,2,1,1,synthetic
AP_VIE_0104,2025-12-20,Vietcombank,1,1,app_store,Male,52,20,328,960322755.0,4,1,0,synthetic
AP_VIE_0105,2025-12-31,Vietcombank,1,1,app_store,Female,56,9,545,1014236481.0,4,1,1,synthetic
AP_VIE_0106,2025-12-28,Vietcombank,5,0,app_store,Male,27,6,787,1300088037.0,3,1,0,synthetic
AP_VIE_0107,2026-01-06,Vietcombank,3,0,app_store,Male,24,1,698,316730803.0,4,1,0,synthetic
AP_VIE_0108,2025-12-17,Vietcombank,4,0,app_store,Male,65,17,776,1903314037.0,2,0,1,synthetic
AP_VIE_0109,2025-12-25,Vietcombank,1,1,app_store,Female,55,1,729,652738476.0,3,1,1,synthetic
AP_VIE_0110,2026-01-13,Vietcombank,2,1,app_store,Female,68,10,786,1030843158.0,4,1,0,synthetic
AP_VIE_0111,2025-12-26,Vietcombank,5,0,app_store,Male,43,10,588,672574610.0,2,1,0,synthetic
AP_VIE_0112,2026-01-01,Vietcombank,1,1,app_store,Female,30,0,325,384989354.0,4,0,1,synthetic
AP_VIE_0113,2026-01-09,Vietcombank,5,0,app_store,Male,56,14,571,1954355488.0,1,0,0,synthetic
AP_VIE_0114,2025-12-29,Vietcombank,5,0,app_store,Female,37,14,453,982671225.0,2,1,0,synthetic
AP_VIE_0115,2026-01-03,Vietcombank,3,0,app_store,Female,68,8,323,98496731.0,4,0,0,synthetic
AP_VIE_0116,2026-01-05,Vietcombank,5,0,app_store,Male,38,1,791,346065144.0,4,1,1,synthetic
AP_VIE_0117,2026-01-11,Vietcombank,3,0,app_store,Female,45,12,731,1328042054.0,3,1,0,synthetic
AP_VIE_0118,2026-01-15,Vietcombank,2,1,app_store,Female,50,11,778,556158677.0,2,0,0,synthetic
AP_VIE_0119,2026-01-05,Vietcombank,4,0,app_store,Male,65,14,663,1986348764.0,3,0,1,synthetic
AP_VIE_0120,2025-12-20,Vietcombank,2,1,app_store,Female,19,1,382,1665205944.0,4,0,0,synthetic
AP_VIE_0121,2026-01-07,Vietcombank,1,1,app_store,Female,37,11,615,981135731.0,2,0,1,synthetic
AP_VIE_0122,2026-01-07,Vietcombank,2,1,app_store,Female,35,2,755,437415292.0,4,0,1,synthetic
AP_VIE_0123,2026-01-11,Vietcombank,4,0,app_store,Female,47,11,659,1265883650.0,2,0,1,synthetic
AP_VIE_0124,2026-01-10,Vietcombank,4,0,app_store,Male,30,6,504,395870770.0,5,0,1,synthetic
AP_VIE_0125,2025-12-31,Vietcombank,3,0,app_store,Male,24,1,605,1484532149.0,2,1,1,synthetic
AP_VIE_0126,2026-01-08,Vietcombank,4,0,app_store,Male,34,6,390,1320300701.0,2,1,1,synthetic
AP_VIE_0127,2025-12-17,Vietcombank,3,0,app_store,Female,59,18,377,310600813.0,1,1,1,synthetic
AP_VIE_0128,2026-01-08,Vietcombank,3,0,app_store,Female,54,5,624,501867007.0,1,1,1,synthetic
AP_VIE_0129,2025-12-31,Vietcombank,3,0,app_store,Female,48,0,782,685899811.0,1,0,0,synthetic
AP_VIE_0130,2026-01-02,Vietcombank,5,0,app_store,Male,42,19,512,1690848182.0,1,1,1,synthetic
AP_VIE_0131,2025-12-17,Vietcombank,5,0,app_store,Male,36,1,512,896427482.0,2,1,1,synthetic
AP_VIE_0132,2025-12-18,Vietcombank,5,0,app_store,Female,45,17,360,1377325614.0,3,1,1,synthetic
AP_VIE_0133,2025-12-24,Vietcombank,2,1,app_store,Female,23,2,359,829101823.0,3,0,1,synthetic
AP_VIE_0134,2025-12-28,Vietcombank,2,1,app_store,Male,32,14,333,1660934673.0,2,0,1,synthetic
AP_VIE_0135,2025-12-21,Vietcombank,5,0,app_store,Female,44,10,347,1164094919.0,1,1,1,synthetic
AP_VIE_0136,2026-01-06,Vietcombank,1,1,app_store,Male,53,3,584,684607194.0,1,1,1,synthetic
AP_VIE_0137,2025-12-30,Vietcombank,4,0,app_store,Female,35,1,334,1626583141.0,2,1,0,synthetic
AP_VIE_0138,2026-01-16,Vietcombank,3,0,app_store,Female,48,15,718,1656666305.0,1,0,1,synthetic
AP_VIE_0139,2025-12-31,Vietcombank,5,0,app_store,Male,36,9,681,1463163156.0,1,1,1,synthetic
AP_VIE_0140,2026-01-04,Vietcombank,5,0,app_store,Male,62,0,707,109029209.0,4,0,1,synthetic
AP_VIE_0141,2025-12-31,Vietcombank,4,0,app_store,Female,52,19,665,805616699.0,1,1,1,synthetic
AP_VIE_0142,2026-01-05,Vietcombank,2,1,app_store,Male,50,3,818,909549617.0,1,1,1,synthetic
AP_VIE_0143,2026-01-05,Vietcombank,2,1,app_store,Female,33,7,453,123175270.0,3,1,0,synthetic
AP_VIE_0144,2025-12-29,Vietcombank,3,0,app_store,Male,42,3,547,1579372750.0,4,0,0,synthetic
AP_VIE_0145,2026-01-10,Vietcombank,5,0,app_store,Male,19,0,597,251603331.0,1,0,1,synthetic
AP_VIE_0146,2026-01-04,Vietcombank,5,0,app_store,Female,49,3,569,1716247063.0,1,0,1,synthetic
AP_VIE_0147,2025-12-22,Vietcombank,4,0,app_store,Female,64,14,651,796033968.0,2,1,1,synthetic
AP_VIE_0148,2025-12-27,Vietcombank,1,1,app_store,Male,43,16,550,303525467.0,2,1,1,synthetic
AP_VIE_0149,2026-01-07,Vietcombank,5,0,app_store,Male,41,12,837,1698430521.0,1,0,1,synthetic
AP_VIE_0150,2025-12-28,Vietcombank,5,0,app_store,Female,66,3,641,1245170642.0,4,1,0,synthetic
AP_VIE_0151,2026-01-09,Vietcombank,1,1,app_store,Female,52,19,732,1590966367.0,1,1,0,synthetic
AP_VIE_0152,2026-01-11,Vietcombank,3,0,app_store,Male,63,0,674,1207264916.0,1,0,1,synthetic
AP_VIE_0153,2025-12-26,Vietcombank,5,0,app_store,Female,24,1,551,1000994703.0,4,0,1,synthetic
AP_VIE_0154,2026-01-09,Vietcombank,4,0,app_store,Male,46,10,650,319947150.0,3,0,1,synthetic
AP_VIE_0155,2026-01-14,Vietcombank,5,0,app_store,Male,32,12,484,1446455786.0,1,0,1,synthetic
AP_VIE_0156,2025-12-29,Vietcombank,4,0,app_store,Male,54,9,505,1912400536.0,3,1,1,synthetic
AP_VIE_0157,2026-01-07,Vietcombank,5,0,app_store,Female,19,1,433,475917719.0,4,1,0,synthetic
AP_VIE_0158,2025-12-20,Vietcombank,3,0,app_store,Male,43,12,721,1005569889.0,3,0,1,synthetic
AP_VIE_0159,2025-12-24,Vietcombank,5,0,app_store,Male,67,1,740,338496609.0,4,1,1,synthetic
AP_VIE_0160,2025-12-28,Vietcombank,2,1,app_store,Male,32,10,332,7955460.0,1,0,1,synthetic
AP_VIE_0161,2025-12-18,Vietcombank,4,0,app_store,Female,46,5,313,1426084043.0,2,0,1,synthetic
AP_VIE_0162,2025-12-18,Vietcombank,3,0,app_store,Male,41,5,337,656012269.0,3,0,0,synthetic
AP_VIE_0163,2025-12-21,Vietcombank,3,0,app_store,Female,48,20,566,553074235.0,4,0,1,synthetic
AP_VIE_0164,2026-01-14,Vietcombank,2,1,app_store,Female,54,0,777,933610029.0,3,1,0,synthetic
AP_VIE_0165,2026-01-12,Vietcombank,3,0,app_store,Male,24,3,329,993303469.0,1,0,1,synthetic
AP_VIE_0166,2026-01-09,Vietcombank,5,0,app_store,Male,59,19,380,536493504.0,1,0,1,synthetic
AP_VIE_0167,2026-01-10,Vietcombank,5,0,app_store,Female,37,11,371,178507272.0,2,0,0,synthetic
AP_VIE_0168,2025-12-17,Vietcombank,4,0,app_store,Male,39,7,361,799917455.0,1,0,0,synthetic
AP_VIE_0169,2026-01-14,Vietcombank,1,1,app_store,Male,27,5,551,169796488.0,2,0,1,synthetic
AP_VIE_0170,2025-12-30,Vietcombank,5,0,app_store,Female,69,8,615,1714236801.0,1,0,0,synthetic
AP_VIE_0171,2025-12-25,Vietcombank,1,1,app_store,Female,58,2,670,880926928.0,1,0,1,synthetic
AP_VIE_0172,2025-12-18,Vietcombank,3,0,app_store,Male,23,5,731,1678289970.0,4,1,1,synthetic
AP_VIE_0173,2025-12-20,Vietcombank,2,1,app_store,Female,24,1,379,275332160.0,2,1,0,synthetic
AP_VIE_0174,2025-12-18,Vietcombank,4,0,app_store,Female,53,0,380,1804452136.0,3,0,0,synthetic
AP_VIE_0175,2026-01-05,Vietcombank,4,0,app_store,Male,28,1,813,333046957.0,2,1,1,synthetic
AP_VIE_0176,2026-01-12,Vietcombank,5,0,app_store,Male,31,10,708,267755310.0,2,1,1,synthetic
AP_VIE_0177,2025-12-30,Vietcombank,5,0,app_store,Male,49,4,621,1893362489.0,1,1,1,synthetic
AP_VIE_0178,2026-01-13,Vietcombank,3,0,app_store,Male,55,5,382,1501747688.0,1,0,0,synthetic
AP_VIE_0179,2026-01-10,Vietcombank,2,1,app_store,Male,33,14,388,217041669.0,1,1,1,synthetic
AP_VIE_0180,2025-12-20,Vietcombank,3,0,app_store,Female,23,2,404,1134993667.0,1,1,1,synthetic
AP_VIE_0181,2025-12-22,Vietcombank,3,0,app_store,Female,27,9,625,655579040.0,1,0,1,synthetic
AP_VIE_0182,2026-01-12,Vietcombank,3,0,app_store,Female,43,11,814,537787165.0,5,1,0,synthetic
AP_VIE_0183,2025-12-22,Vietcombank,5,0,app_store,Male,57,1,520,1857929596.0,1,1,1,synthetic
AP_VIE_0184,2025-12-19,Vietcombank,1,1,app_store,Male,48,0,758,1332819772.0,1,1,1,synthetic
AP_VIE_0185,2026-01-01,Vietcombank,1,1,app_store,Male,51,5,583,47395883.0,3,1,1,synthetic
AP_VIE_0186,2026-01-03,Vietcombank,3,0,app_store,Female,64,13,711,1714836016.0,3,1,1,synthetic
AP_VIE_0187,2025-12-21,Vietcombank,3,0,app_store,Male,54,1,736,262080484.0,5,1,0,synthetic
AP_VIE_0188,2026-01-16,Vietcombank,1,1,app_store,Male,66,2,378,609842488.0,3,0,1,synthetic
AP_VIE_0189,2025-12-31,Vietcombank,5,0,app_store,Male,32,5,619,1711703558.0,5,1,1,synthetic
AP_VIE_0190,2025-12-29,Vietcombank,2,1,app_store,Male,21,0,613,1160802421.0,1,1,1,synthetic
AP_VIE_0191,2025-12-19,Vietcombank,3,0,app_store,Male,67,10,781,593005198.0,2,1,1,synthetic
AP_VIE_0192,2026-01-04,Vietcombank,4,0,app_store,Male,49,6,759,1341805933.0,1,1,1,synthetic
AP_VIE_0193,2025-12-22,Vietcombank,3,0,app_store,Female,34,5,735,1489361492.0,3,1,1,synthetic
AP_VIE_0194,2025-12-23,Vietcombank,1,1,app_store,Male,44,11,395,512050401.0,3,0,0,synthetic
AP_VIE_0195,2026-01-15,Vietcombank,4,0,app_store,Female,37,18,822,1716748883.0,1,1,1,synthetic
AP_VIE_0196,2026-01-02,Vietcombank,5,0,app_store,Female,65,8,718,916036762.0,5,0,0,synthetic
AP_VIE_0197,2025-12-18,Vietcombank,4,0,app_store,Male,39,14,823,1667311531.0,1,0,1,synthetic
AP_VIE_0198,2026-01-09,Vietcombank,3,0,app_store,Female,27,9,798,1973504356.0,4,1,0,synthetic
AP_VIE_0199,2025-12-31,Vietcombank,3,0,app_store,Female,20,1,300,1726882434.0,3,0,1,synthetic
AP_VIE_0200,2026-01-07,Vietcombank,3,0,app_store,Female,38,1,587,153648447.0,1,1,1,synthetic
AP_VIE_0201,2026-01-08,Vietcombank,4,0,app_store,Female,62,14,772,1762821216.0,3,0,0,synthetic
AP_VIE_0202,2025-12-25,Vietcombank,5,0,app_store,Female,54,9,721,1837113925.0,3,1,1,synthetic
AP_VIE_0203,2026-01-11,Vietcombank,5,0,app_store,Male,56,1,709,1072111485.0,4,1,1,synthetic
AP_VIE_0204,2026-01-11,Vietcombank,4,0,app_store,Female,44,15,692,873858755.0,4,1,1,synthetic
AP_VIE_0205,2026-01-02,Vietcombank,1,1,app_store,Male,18,0,450,1250667875.0,1,1,1,synthetic
AP_VIE_0206,2026-01-07,Vietcombank,5,0,app_store,Male,35,14,316,32911551.0,4,1,0,synthetic
AP_VIE_0207,2025-12-18,Vietcombank,1,1,app_store,Male,62,6,681,1473601922.0,3,0,1,synthetic
AP_VIE_0208,2026-01-13,Vietcombank,4,0,app_store,Male,31,13,436,1763182520.0,4,1,1,synthetic
AP_VIE_0209,2026-01-06,Vietcombank,2,1,app_store,Female,66,4,677,67924540.0,1,0,1,synthetic
AP_VIE_0210,2026-01-10,Vietcombank,3,0,app_store,Male,53,14,713,1789585718.0,2,1,1,synthetic
AP_VIE_0211,2026-01-12,Vietcombank,5,0,app_store,Female,68,19,651,1701630579.0,2,0,1,synthetic
AP_VIE_0212,2025-12-17,Vietcombank,3,0,app_store,Male,49,17,683,1394879123.0,2,1,1,synthetic
AP_VIE_0213,2026-01-14,Vietcombank,4,0,app_store,Male,52,1,317,1188675811.0,2,1,1,synthetic
AP_VIE_0214,2026-01-09,Vietcombank,5,0,app_store,Female,49,11,839,1440525895.0,1,1,0,synthetic
AP_VIE_0215,2026-01-09,Vietcombank,5,0,app_store,Female,38,18,369,1489628590.0,3,1,0,synthetic
AP_VIE_0216,2025-12-27,Vietcombank,1,1,app_store,Female,59,11,582,1031136650.0,1,1,1,synthetic
AP_VIE_0217,2025-12-28,Vietcombank,3,0,app_store,Female,33,0,468,283294140.0,4,1,1,synthetic
AP_VIE_0218,2025-12-31,Vietcombank,4,0,app_store,Male,38,7,538,416574114.0,1,1,0,synthetic
AP_VIE_0219,2026-01-07,Vietcombank,5,0,app_store,Male,47,2,537,1393931950.0,4,1,1,synthetic
AP_VIE_0220,2025-12-25,Vietcombank,3,0,app_store,Female,63,1,303,1945947941.0,2,1,1,synthetic
AP_VIE_0221,2026-01-12,Vietcombank,4,0,app_store,Female,48,0,484,1568607491.0,3,1,0,synthetic
AP_VIE_0222,2026-01-13,Vietcombank,1,1,app_store,Female,50,12,490,729187205.0,2,1,1,synthetic
AP_VIE_0223,2025-12-28,Vietcombank,3,0,app_store,Female,53,9,808,1871639755.0,2,1,1,synthetic
AP_VIE_0224,2026-01-14,Vietcombank,5,0,app_store,Male,65,19,732,1182305452.0,1,0,0,synthetic
AP_VIE_0225,2025-12-21,Vietcombank,3,0,app_store,Female,64,6,592,376538774.0,4,1,1,synthetic
AP_VIE_0226,2025-12-18,Vietcombank,1,1,app_store,Female,23,2,317,1614133060.0,4,0,1,synthetic
AP_VIE_0227,2026-01-02,Vietcombank,3,0,app_store,Female,24,6,623,1847364904.0,2,1,1,synthetic
AP_VIE_0228,2026-01-12,Vietcombank,2,1,app_store,Male,45,0,584,1158346888.0,1,0,1,synthetic
AP_VIE_0229,2025-12-27,Vietcombank,3,0,app_store,Female,62,6,792,569553958.0,2,1,1,synthetic
AP_VIE_0230,2025-12-28,Vietcombank,4,0,app_store,Male,22,4,547,308468575.0,2,1,1,synthetic
AP_VIE_0231,2026-01-01,Vietcombank,3,0,app_store,Male,42,3,847,919349194.0,3,0,0,synthetic
AP_VIE_0232,2026-01-02,Vietcombank,3,0,app_store,Female,26,0,732,830136752.0,1,0,1,synthetic
AP_VIE_0233,2025-12-27,Vietcombank,4,0,app_store,Female,66,8,478,212151521.0,2,1,1,synthetic
AP_VIE_0234,2026-01-16,Vietcombank,5,0,app_store,Male,18,0,459,1550002431.0,3,1,1,synthetic
AP_VIE_0235,2025-12-21,Vietcombank,5,0,app_store,Male,28,2,368,1342709485.0,5,0,1,synthetic
AP_VIE_0236,2026-01-13,Vietcombank,2,1,app_store,Female,51,1,559,819525198.0,2,0,1,synthetic
