review_id,date,bank_name,rating,churn,platform,sex,age,tenure,credit_score,balance,products_number,credit_card,active_member,data_source,content
80847847287,2025-08-19,Vietcombank,1,1,facebook,Female,33,15,355,10728796685.0,3,1,1,synthetic,
63699400857,2025-07-24,Vietcombank,4,0,facebook,Male,27,8,686,1332584100.0,3,1,0,synthetic,
11573405371,2025-10-14,Vietcombank,1,1,facebook,Female,60,13,619,1707528007.0,3,1,1,synthetic,
19724501158,2026-01-01,Vietcombank,2,1,facebook,Female,26,3,425,8016176060.0,3,0,0,synthetic,
26122160506,2025-09-28,Vietcombank,3,0,facebook,Male,18,0,685,8983625308.0,4,0,0,synthetic,
46028512235,2025-07-24,Vietcombank,4,0,facebook,Male,34,14,811,8042916431.0,3,0,1,synthetic,
92254887350,2026-02-01,Vietcombank,4,0,facebook,Female,40,13,322,6783539073.0,5,1,0,synthetic,
29881153751,2026-02-14,Vietcombank,5,0,facebook,Male,25,5,468,6176064125.0,1,0,1,synthetic,
95705460264,2026-01-23,Vietcombank,4,0,facebook,Male,19,1,384,14806735450.0,1,0,1,synthetic,
84663163959,2026-01-23,Vietcombank,2,1,facebook,Female,27,1,608,10556999598.0,3,1,1,synthetic,
86352932076,2026-01-26,Vietcombank,5,0,facebook,Female,30,2,490,11735887781.0,2,0,0,synthetic,
31105858005,2025-03-19,Vietcombank,5,0,facebook,Male,23,4,356,7977917873.0,1,1,0,synthetic,
82985856918,2025-07-28,Vietcombank,5,0,facebook,Female,38,1,778,4544462810.0,2,0,1,synthetic,
87153832386,2025-12-07,Vietcombank,2,1,facebook,Female,44,13,825,11946576802.0,2,0,0,synthetic,
75513959189,2025-11-17,Vietcombank,1,1,facebook,Male,24,4,492,1104305562.0,3,1,1,synthetic,
24787765541,2025-11-23,Vietcombank,3,0,facebook,Male,29,5,582,6504520482.0,3,1,1,synthetic,
63643250563,2026-02-12,Vietcombank,1,1,facebook,Male,37,10,301,7434345246.0,1,0,1,synthetic,
66112794205,2025-09-16,Vietcombank,4,0,facebook,Male,32,12,402,7858063445.0,1,1,0,synthetic,
55193644713,2025-05-12,Vietcombank,2,1,facebook,Male,25,2,320,7634609196.0,5,0,1,synthetic,
27292766282,2025-11-08,Vietcombank,5,0,facebook,Female,36,3,772,2283291314.0,2,0,1,synthetic,
79403807217,2025-11-29,Vietcombank,4,0,facebook,Female,26,1,770,5692190544.0,5,1,1,synthetic,
42554948808,2025-10-17,Vietcombank,1,1,facebook,Female,24,0,436,4859589761.0,2,0,1,synthetic,
57058983148,2025-07-23,Vietcombank,1,1,facebook,Male,54,19,659,7224591404.0,3,0,1,synthetic,
65886373964,2026-02-11,Vietcombank,1,1,facebook,Male,19,1,313,5952581888.0,1,0,0,synthetic,
76327431043,2026-01-23,Vietcombank,4,0,facebook,Male,31,3,433,9676831126.0,3,0,0,synthetic,
18700615231,2025-07-12,Vietcombank,3,0,facebook,Female,29,1,424,5651707904.0,4,0,1,synthetic,
94181443039,2025-12-07,Vietcombank,4,0,facebook,Male,18,0,346,8060252641.0,3,1,1,synthetic,
13535730421,2025-04-30,Vietcombank,4,0,facebook,Male,32,13,646,7737581688.0,4,0,1,synthetic,
51064418033,2025-06-17,Vietcombank,4,0,facebook,Male,25,1,522,11428407203.0,4,1,1,synthetic,
43965307279,2025-04-28,Vietcombank,5,0,facebook,Male,24,2,357,5026462178.0,4,0,1,synthetic,
73536500945,2026-01-20,Vietcombank,3,0,facebook,Male,26,6,740,5919439208.0,1,0,1,synthetic,
97480617704,2025-04-15,Vietcombank,3,0,facebook,Male,33,12,301,7191572418.0,2,0,1,synthetic,
78106733860,2025-07-05,Vietcombank,2,1,facebook,Female,28,7,823,9253248269.0,2,0,1,synthetic,
61062831304,2026-01-24,Vietcombank,3,0,facebook,Male,18,0,578,16230982367.0,2,1,1,synthetic,
47979096307,2026-01-19,Vietcombank,4,0,facebook,Female,28,9,501,7917871227.0,2,1,1,synthetic,
31827592672,2025-06-21,Vietcombank,4,0,facebook,Female,20,1,820,4972793512.0,1,1,0,synthetic,
16702682942,2025-02-26,Vietcombank,4,0,facebook,Male,32,12,451,8065995726.0,2,1,1,synthetic,
66651910026,2025-10-21,Vietcombank,4,0,facebook,Female,36,3,392,4204447313.0,1,1,1,synthetic,
24129922256,2025-10-20,Vietcombank,3,0,facebook,Female,36,6,549,10500224028.0,2,1,0,synthetic,
71500063865,2025-07-04,Vietcombank,4,0,facebook,Female,58,8,682,10680749809.0,3,0,0,synthetic,
92447863318,2025-09-20,Vietcombank,3,0,facebook,Female,33,2,495,7472124714.0,4,1,1,synthetic,
22208370163,2025-05-19,Vietcombank,5,0,facebook,Female,60,3,578,3232120279.0,4,0,0,synthetic,
40129225465,2025-08-08,Vietcombank,2,1,facebook,Male,31,13,392,13255606472.0,1,1,1,synthetic,
64358573967,2025-11-30,Vietcombank,3,0,facebook,Female,37,4,420,8125739273.0,2,1,1,synthetic,
56289429355,2025-06-27,Vietcombank,4,0,facebook,Male,23,4,825,12498088858.0,1,1,1,synthetic,
65911952410,2025-05-29,Vietcombank,4,0,facebook,Male,42,4,795,1511361230.0,1,0,1,synthetic,
95354948836,2025-10-08,Vietcombank,1,1,facebook,Male,18,0,446,5376781010.0,4,1,1,synthetic,
16992722440,2025-04-25,Vietcombank,3,0,facebook,Male,30,0,778,7263849641.0,3,0,1,synthetic,
47593096530,2025-12-08,Vietcombank,1,1,facebook,Female,22,2,578,14135393241.0,2,1,0,synthetic,
65420395690,2025-04-02,Vietcombank,3,0,facebook,Male,29,2,478,9985397232.0,4,0,0,synthetic,
71840747226,2025-12-26,Vietcombank,5,0,facebook,Female,38,6,498,1749079540.0,2,1,1,synthetic,
15958816034,2025-11-22,Vietcombank,2,1,facebook,Male,49,17,536,5159891330.0,3,1,1,synthetic,
77247867256,2026-02-02,Vietcombank,4,0,facebook,Male,34,10,384,2015179986.0,3,0,0,synthetic,
39603677411,2026-01-17,Vietcombank,4,0,facebook,Female,27,2,776,3980079518.0,1,1,1,synthetic,
10211655438,2025-07-02,Vietcombank,5,0,facebook,Female,18,0,652,8646887343.0,1,1,1,synthetic,
24300641675,2025-12-13,Vietcombank,5,0,facebook,Female,34,14,742,10630622067.0,2,1,1,synthetic,
72562403723,2025-09-29,Vietcombank,5,0,facebook,Female,41,19,371,15724603852.0,2,1,1,synthetic,
95939764955,2025-07-19,Vietcombank,5,0,facebook,Male,48,12,494,2660341817.0,2,0,1,synthetic,
30042397872,2025-06-25,Vietcombank,3,0,facebook,Male,37,10,742,5153570725.0,3,0,1,synthetic,
18146248860,2025-12-28,Vietcombank,5,0,facebook,Female,20,2,502,1572495911.0,2,0,0,synthetic,
59666470659,2026-01-05,Vietcombank,3,0,facebook,Female,26,5,418,11312303913.0,3,0,1,synthetic,
69310790570,2025-12-13,Vietcombank,3,0,facebook,Female,21,2,416,3655259989.0,2,1,1,synthetic,
12657127556,2026-02-15,Vietcombank,5,0,facebook,Female,39,11,671,5556476175.0,2,1,1,synthetic,
21917527266,2025-11-10,Vietcombank,5,0,facebook,Male,27,0,689,2293481312.0,4,0,1,synthetic,
38419351242,2025-06-30,Vietcombank,4,0,facebook,Female,30,12,657,10180688103.0,1,1,0,synthetic,
32079397480,2025-12-30,Vietcombank,4,0,facebook,Female,30,8,669,15467780951.0,2,1,0,synthetic,
51697939949,2025-12-25,Vietcombank,3,0,facebook,Female,30,5,611,5563532496.0,2,0,0,synthetic,
20270841208,2025-10-06,Vietcombank,5,0,facebook,Male,43,10,377,10936566808.0,2,0,0,synthetic,
40263957812,2025-03-12,Vietcombank,4,0,facebook,Female,22,2,769,7123143629.0,4,1,1,synthetic,
51182816396,2025-05-09,Vietcombank,3,0,facebook,Male,40,17,361,12333445517.0,2,0,1,synthetic,
13342867338,2025-05-05,Vietcombank,3,0,facebook,Male,27,8,650,1178357291.0,1,1,1,synthetic,
87914106505,2025-06-17,Vietcombank,3,0,facebook,Female,33,10,650,11315703423.0,3,1,1,synthetic,
68463579377,2026-01-21,Vietcombank,3,0,facebook,Female,38,19,805,6849841156.0,2,0,1,synthetic,
35902766576,2025-05-14,Vietcombank,4,0,facebook,Male,35,16,702,5206883169.0,1,1,1,synthetic,
92216983603,2025-04-18,Vietcombank,5,0,facebook,Male,32,13,541,9430606914.0,3,1,1,synthetic,
89596724473,2025-12-21,Vietcombank,3,0,facebook,Female,28,10,568,4523231210.0,2,1,1,synthetic,
10616568254,2025-06-23,Vietcombank,4,0,facebook,Male,18,0,426,7633914020.0,4,1,1,synthetic,
40739030514,2025-04-14,Vietcombank,4,0,facebook,Female,18,0,743,2674091283.0,5,1,1,synthetic,
24975808422,2025-09-09,Vietcombank,3,0,facebook,Female,28,9,488,6359404601.0,3,0,1,synthetic,
99286394758,2025-12-07,Vietcombank,3,0,facebook,Male,24,0,682,3624282246.0,5,1,1,synthetic,
64047799161,2025-09-02,Vietcombank,3,0,facebook,Female,26,4,528,6725253927.0,1,0,1,synthetic,
29872727187,2025-06-15,Vietcombank,1,1,facebook,Female,20,0,413,12004584840.0,2,1,0,synthetic,
86155154713,2025-09-19,Vietcombank,3,0,facebook,Female,34,15,737,11293964826.0,3,1,1,synthetic,
78067312246,2025-05-27,Vietcombank,5,0,facebook,Male,26,8,572,9373927737.0,3,1,1,synthetic,
72046223502,2025-03-31,Vietcombank,5,0,facebook,Female,29,8,329,13179730437.0,4,1,1,synthetic,
99406921627,2025-05-11,Vietcombank,4,0,facebook,Male,29,8,476,8843760869.0,3,1,0,synthetic,
36927684493,2025-09-11,Vietcombank,4,0,facebook,Male,25,4,514,9646977289.0,4,0,0,synthetic,
37232802815,2026-02-21,Vietcombank,5,0,facebook,Female,45,19,761,9675812126.0,2,1,1,synthetic,
28940586122,2026-01-27,Vietcombank,3,0,facebook,Male,37,17,537,7450080858.0,1,1,1,synthetic,
42268748532,2026-02-14,Vietcombank,5,0,facebook,Male,33,9,522,7569155086.0,3,0,1,synthetic,
38285197361,2025-05-26,Vietcombank,2,1,facebook,Female,23,2,355,6529724934.0,2,1,0,synthetic,
